Standard Work Content Title Name,Standard Work Content ID,Standard Work Content UID,Asset Family Name,File code associated,Maintenance Task ID
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_EC_WTLS-AP",EQ-100012640,I4250029811030
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_SSSV-SSST-23",EQ-13364-000-01000,I4250024311050
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_EC_RTLS-75",EQ-100106724,I4250030411030
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-LH-META-UMBXO",EQ-103628194,I4250025311010
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-SAN-QASFB-40",EQ-100184031,I4250030511030
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-LH-META-ST",EQ-103280409,I4250023011040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-SAN-QVLP-F",EQ-103340767,I4250021011050
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-PK-QXRT-E",EQ-69221-000-00001,I4250025911040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_PKR-WLAK-96",EQ-44517-000-00001,I4250021611090
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-LH-META-FSA",EQ-103675461,I4250025311070
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_IV-N2PUMP",EQ-100985827,I4250027411040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-PK-DAMOD3-55",EQ-103146669,I4250022811030
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_PREC-B",EQ-103453431,I4250021511040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_TKIT-QMISST-01-1",EQ-100214497,I4250030011060
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ML-DB-TIW-10",EQ-628355_TIW,I4250025711090
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_C-PLATE",C-PLATE,I4250020211040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_SSSV-SLOT-21",EQ-13730-000-00002,I4250021311040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_STTC-KIT",EQ-100308751|EQ-100142194,I4250029511020|I4250020411010
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ML-RUNM-RX-70",EQ-100344861,I4250020411050
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_SSSV-SLOT-60",EQ-13885-000-00001|EQ-13879-000-00001,I4250025411040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_CB",EQ-103340833,I4250020911040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_PKR-SET",EQ-67245_DNL|EQ-47MST1003,I4250025811090|I4250021711060
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_DHET-MOD-2",EQ-103146666,I4250022811010
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_DTSCAL-P",EQ-100159597,I4250029411010
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_SHACKLE-GEN",CPL-Shackle,I4250019711070
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_BASKET-RMC-DNV",EQ-104449306,I4250024911050
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-PK-HSTE550-A",EQ-103354195,I4250023411090
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-PK-QBPS-DA",EQ-103340721,I4250020811040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_HSPR-96",EQ-100200425,I4250030011020
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_QVFA-FA",EQ-103340882,I4250020911070
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_IV-STC6-40",EQ-100700044,I4250026811030
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_CONT",CPL-CONT,I4250019811070
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_DRIFT",DRIFT,I4250022911010
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_IV-STR6-31",EQ-100710860,I4250026811070
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_PICKUP4X4",CPL_PICKUP4X4,I4250022711070
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-PK-BAPSCST-CF",EQ-103340832,I4250020911030
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_MTM-SHV",EQ-103340117,I4250023811030
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_OK-TOOLS",EQ-100159896,I4250029411020
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_CGM-B",EQ-103340235,I4250023511040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_SSSV-LCLOT-38",EQ-13723-000-00001,I4250021311020
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_QTS-F",EQ-103383597,I4250022611070
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-SAN-HHST-HAR-45",EQ-102891208,I4250028011090
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_PSWG-25C",EQ-101588879,I4250028611040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_LIFTSUB",EQ-103614032,I4250025011070
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-PK-RET-QMAX-30",EQ-100400930,I4250029011050
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-LH-RT-55RRTHM",EQ-71001173,I4250022411010
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-LH-META-XO83",EQ-103282068,I4250023011050
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_SSSV-ET-23",EQ-100571896,I4250022211020
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_BASKET-GEN",CPL-BASKET,I4250019811030
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-SAN-QMCP-D",EQ-103340231,I4250023511020
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_SSSV-DLOT-35",EQ-100037689,I4250029911040
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_QVCVST-26",EQ-44980-000-00001,I4250030111030
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_ALT-PK-CUP-70",EQ-100225613,I4250019911020
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_WAKSET-DE",EQ-101768790,I4250028911070
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_SLIPS",EQ-103238106|SLIPS,I4250023111030
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_CRANE",CPL-CRANE,I4250019711010
"Complete Work Order Task",	124536,	63e3846e-ae75-467d-a27e-3b6911a824c8,"cpl_DTS-ULTRA",EQ-100501878,I4250020511070
"Number Input Service Actual without Expected Result",	775387,	1597abd8-06a1-4011-9724-89e100298387,"E2E with Content Asset Type List",EQ-80011535|SLIPS|QVXP-F|AH-104|EQ-SSM57501P0312|EQ-80010677|EQ-80010712|1002233981|Q-80022216|EQ-19247|EQ-101400223|IV-SKF-45|EQ-M805707|1002233964|EQ-M-525-40-001|EQ-71001260|CL-PSTRIP|EQ-80004112|EQ-80034732|EQ-80038468|EQ-100002878|ARCONN|EQ-103467717,MXT271090|MXT270596|MXT270599
"MT Inspect TeleScope MMA child check",	476739,	92ef433b-bfa1-447a-8635-b37f8c9c0ece,"SSB",SSB-AB|SSB-MA|SSB-QA|SSB-IB|SSB-MB,MXT7509|MXT30135
"MT Inspect TeleScope MMA child check",	476739,	92ef433b-bfa1-447a-8635-b37f8c9c0ece,"SLPJ",SLPJ-HK|SLPJ-GAA|SLPJ-FAB|SLPJ-CA,MXT7509
"MT Inspect TeleScope MMA child check",	476739,	92ef433b-bfa1-447a-8635-b37f8c9c0ece,"CSB-QA TIFF Testing",CSB-IB|CSB-QA,MXT118907|MXT50585
"MT Inspect TeleScope MMA child check",	476739,	92ef433b-bfa1-447a-8635-b37f8c9c0ece,"SPMC Asset for QA Testing",SPMC-20,MXT7509
"MT Inspect TeleScope MMA child check",	476739,	92ef433b-bfa1-447a-8635-b37f8c9c0ece,"SHRV-FEB",SHRV-FEB,MXT84592
"MT Inspect TeleScope MMA child check",	476739,	92ef433b-bfa1-447a-8635-b37f8c9c0ece,"ESD-CD QA testing",ESD-CD,MXT16736 
"MT Inspect TeleScope MMA child check",	476739,	92ef433b-bfa1-447a-8635-b37f8c9c0ece,"SSB-QA for inspect testing - QA",SSB-QA,MXT45747
"MT Inspect TeleScope MMA child check",	476739,	92ef433b-bfa1-447a-8635-b37f8c9c0ece,"VST-A QA Testing",VST-A,MXT7509 
"MT Inspect TeleScope MMA child check",	476739,	92ef433b-bfa1-447a-8635-b37f8c9c0ece,"XDH-103180287 - For Inspection Testing",XDH-103180287,MXT127108|MXT127109
"MT Inspect TeleScope MMA child check",	476739,	92ef433b-bfa1-447a-8635-b37f8c9c0ece,"GSB Asset For Inspect",GSB-LD20,MXT101448
"MT Inspect TeleScope MMA child check",	476739,	92ef433b-bfa1-447a-8635-b37f8c9c0ece,"WPHC-H",WPHC-H,MXT7509
"4 - Valve FMF - FIT- SL0 Maintenance SWI",	0,	0003455040,"FMF",FMF-G|FMF-GK|FMF-GC|FMF-F|FMF-GBH|FMF-FHC|FMF-GCC|FMF-FC|FMF-FCC|FMF-GHC|FMF-GD|FMF-CCM|FMF-GB|FMF-GH|FMF-GL|FMF-AA|FMF-FN|FMF-GP|FMF-NHC,MXT2067|MXT2974|MXT2771|MXT4664|MXT1845|MXT2803
"Remove RCD Accessories",	125100,	00c01089-8cb4-4b5e-b858-e3d270a39d11,"als_AGH-REDA-CR-ES",EQ-1254606|EQ-102759639|EQ-102911914|EQ-101923197|EQ-103138511|EQ-100453565|EQ-100576055|EQ-100830701|EQ-1295955|EQ-100748471|EQ-1251743|EQ-101366245|EQ-102736157|EQ-100112645|EQ-103196320|EQ-2004363|EQ-123789G|EQ-101298186|EQ-102022607|EQ-101072405|EQ-1296342|EQ-X237890|EQ-101467385|EQ-2004023|EQ-102828734|EQ-102022606|EQ-100629714|EQ-102022611|EQ-101106478|EQ-103062643|EQ-103141072|EQ-1237890|EQ-101982112|EQ-100537230|EQ-102022794|EQ-103196379|EQ-1309376|EQ-100561634|EQ-1296367|EQ-1309368|EQ-1254622|EQ-101256908|EQ-101948021|EQ-1295997|EQ-100066911|EQ-101300825|EQ-102853151|EQ-102949606|EQ-102022612|EQ-102022608,Main0054008
"Test Pump",	188850,	0935d8b7-11ca-4cc0-b340-5af58ee785e4,"E2E with Content Asset Type List",SLIPS|QVXP-F|EQ-80011535|AH-104|EQ-M805707|EQ-SSM57501P0312|EQ-80010677|EQ-80010712|1002233981|EQ-101400223|EQ-19247|Q-80022216|IV-SKF-45|1002233964|EQ-M-525-40-001|CL-PSTRIP|EQ-71001260|EQ-80004112|EQ-80034732|EQ-80038468|EQ-103467717|ARCONN|EQ-100002878,MXT339789|MXT339713
"Test Pump",	188850,	0935d8b7-11ca-4cc0-b340-5af58ee785e4,"SAPITT TEST",1000060087|CBL-LEAD-ELC-LPF|PROT-MAX-BSBSBSB-400|CBL-BLEAD-500-F|1002250418|1002239522|PROT-MAX-LSBPB|PMP-REDA-CR-ARZ-400|1002249861|1002249860|PMP-RC-CR-ARZ-400|1002245035|PROT-MAX-LSBSB-400|1002234111|INTK-REDA-BOI-ARZ-400|1002272282|PROT-MAX-LSBPB-540|PROT-MAX-BPBSBSB-400|AGH-RC-C-ARZ-400|1002249737,I4240016311050_OLD|I4240016311040_OLD|I4240016311030_OLD|MPTPO6000002252:0040|MPTPO6000002252:0030|MPTPO6000002252:0020|MPTPO6000002252:0010
"Test for AltMOS - CRT with service actuals",	168719,	f2c49194-2d12-4e42-aa1d-0220500aa7d4,"E2E with Content Asset Type List",EQ-100002878|ARCONN|EQ-103467717|EQ-80038468|EQ-80034732|EQ-80004112|EQ-71001260|CL-PSTRIP|EQ-M-525-40-001|EQ-19247|IV-SKF-45|1002233964|EQ-M805707|EQ-101400223|Q-80022216|1002233981|EQ-80010712|EQ-80010677|EQ-SSM57501P0312|AH-104|EQ-80011535|SLIPS|QVXP-F,MXT328464|MXT328502|MXT271945 |MXT271942|MXT328470|010101|MXT272007|MXT328472|MXT272006|MXT272008|MXT328420
"Test for AltMOS - CRT with service actuals",	168719,	f2c49194-2d12-4e42-aa1d-0220500aa7d4,"Protector Maximus",PROT-MAX-BPBSBSB-400,IRAN3010|IRAN1010|IRAN2010|IRAN2020|IRAN1020|IRAN3020
"MFD-ADB-AEA-BDA-BDB-BFA-BDC-BDE-BDF- MAB- FIT2 Maintenance SWI",	0,	0003459019,"MFD Gas",MFD-AEA|MFD-BDE|MFD-BDF|MFD-ADB|MFD-MAB|MFD-BDC|MFD-BDA|MFD-BDB|MFD-BFA,MXT2162
"MFD-ADB-AEA-BDA-BDB-BFA-BDC-BDE-BDF- MAB- FIT2 Maintenance SWI",	0,	0003459019,"MFD-ADB",MFD-ADB,MXT2174
"4 - Valve FMF - SL1-TRIM (Test Competency) Maintenance SWI",	0,	0003455038,"FMF",FMF-GL|FMF-GH|FMF-AA|FMF-FN|FMF-NHC|FMF-GP|FMF-CCM|FMF-GD|FMF-GB|FMF-FCC|FMF-GHC|FMF-FC|FMF-GBH|FMF-FHC|FMF-GCC|FMF-F|FMF-GK|FMF-GC|FMF-G,MXT4968|MXT4941|MXT5149|MXT5030|MXT5085|MXT5033|MXT5152
"4 - Valve FMF - SL1-TRIM (Test Competency) Maintenance SWI",	0,	0003455038,"cpl_PKR-WLAK-45",EQ-A1001-145-00003,MXT336990
"Assemble Maximus CT Motor",	0,	0003438451,"cpl_EQV-PP-23",EQ-44957-000-00001,MXT336729
"Assemble Maximus CT Motor",	0,	0003438451,"ACQG",ACQG-A,SL0|SL1
"TFTV-F Inspect the Unit for Q-Check (SL 2) (ce9778) SWIs",	0,	0003459106,"TFTV-FEB",TFTV-FEB,MXT5040|MXT5044|MXT5045|MXT5054
"IRDV-KB - Test Unit [ce9799] for FIT Level 2 (Base) SWIs",	135114,	0003458959,"IRDV-K",IRDV-KB|IRDV-KA,MXT11054|MXT20157|MXT8109
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230302072017",,20230302072056
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230326073847",,20230326073929
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230214183236",,20230214183328
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230331072536",,20230331072630
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230306072526",,20230306072616
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230216115348",,20230216115439
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230325090910",,20230325090952
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230217151903",,20230217151955
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230325001954",,20230325002035
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230330205835",,20230330205925
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230308072835",,20230308072925
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230216110101",,20230216
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230305072049",,20230305072135
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230225070421",,20230225070502
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230327073013",,20230327073056
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230226071138",,20230226071217
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230303095258",,20230303095341
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230307072444",,20230307072534
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230228070813",,20230228070855
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230216105251",,20230216105350
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230301070544",,20230301070623
"After - Perform Testing Equipment Rig Up",	124988,	067f0981-4dc7-47f5-9b1d-ce88dbc507c7,"20230304071650",,20230304071731
"Gas Sample Bottles (GSB-LD20, GSB-LP20, GSB-LP20Z, GSB-LD20Z) Standard Work Instructions for SL3",	171801,	0003459277,"GSB-LD20",GSB-LD20,MXT34246
"Gas Sample Bottles (GSB-LD20, GSB-LP20, GSB-LP20Z, GSB-LD20Z) Standard Work Instructions for SL3",	171801,	0003459277,"GSB-LP20",GSB-LP20,MXT25192
"MT Execute - Sub Step with Image",	7601,	b4475da2-fcc3-45f4-bb6c-2e73d60682a2,"E2E with Content Asset Type List",ARCONN|EQ-100002878|EQ-103467717|EQ-80004112|CL-PSTRIP|EQ-71001260|EQ-80038468|EQ-80034732|EQ-80010677|EQ-SSM57501P0312|EQ-80010712|EQ-80011535|AH-104|EQ-M805707|QVXP-F|SLIPS|1002233981|EQ-101400223|EQ-19247|Q-80022216|EQ-M-525-40-001|IV-SKF-45|1002233964,MXT340082|MXT118508|MXT118507
"MT Execute - Sub Step with Image",	7601,	b4475da2-fcc3-45f4-bb6c-2e73d60682a2,"Utility Skid",SUS-019,MXT2023ACP0
"Install Pump",	5394,	025d8aa7-46e0-4a89-9b6a-0126846b65d3,"cpl_ALT-LH-RT-LRST",EQ-L-100-60-070403|EQ-L-100-60-070402|EQ-80000058|EQ-L-100-60-070401|EQ-L-100-60-055302|EQ-80000375|EQ-101446111|EQ-L-100-60-050301,I4250026911090
"Before - Conduct Multiphase Flowmeter Empty Pipe Reference",	172922,	62667d87-8309-439e-9993-c1055c8df0c0,"DHGC Asset Family",DHGC-D-K,MXT59002|MXT4881
"4 - Valve FMF – SL3/Major Survey (Mechanical Competency) Condition Based Maintenance SWI – Medium Tier",	171795,	0003589161,"FMF",FMF-GL|FMF-GH|FMF-FN|FMF-AA|FMF-GP|FMF-NHC|FMF-FCC|FMF-GHC|FMF-GB|FMF-GD|FMF-CCM|FMF-GK|FMF-GC|FMF-F|FMF-G|FMF-FHC|FMF-GBH|FMF-GCC|FMF-FC,MXT155069|MXT117702|MXT219393|MXT122056
"MT Execute R1 Requirements ( is conditional sub/child steps )",	322536,	0f5e8c3f-3d50-4b0f-b0a8-520533e5d9cf,"TFTV-FEB",TFTV-FEB,MXT69363|mxt69364
"[Test TLM] - MT New Web Performance Test - 3",	114918,	9dd930d6-abb2-4b95-aa6f-15363b31492f,"ASD-MK ADI",ASD-MK,MXT339949
"IRDV-KB Assemble Unit SWI (Image Types Sample Document)",	625584,	9a39ff3f-0d5b-453a-b88d-c5d25985f620,"SAFS-P QA Testing",SAFS-P,MXT127089
"Configure Frac Tree",	625591,	c7c33e08-99da-4717-b8b2-b224a690a0f2,"LDCA-C QA  Testing",LDCA-C,MXT124951
"Configure Frac Tree",	625591,	c7c33e08-99da-4717-b8b2-b224a690a0f2,"LSCI-B QA Testing",LSCI-B,MXT124952 
"Function Test Ball Valve Sub Assembly",	124807,	007b7ecb-0601-4059-8bc2-a8f5c5135148,"als_INTK-REDA-RS-ARZ",EQ-100483767|EQ-102022587|EQ-XR1208776|EQ-102022588|EQ-102776908|EQ-ZA1263524|EQ-XN1208776|EQ-ZS1208776|EQ-101508360|EQ-ZA126352V|EQ-101944159|EQ-102776892|EQ-ZB1263524|EQ-102772205|EQ-101057136|EQ-1133636|EQ-XN100483765|EQ-100483765|EQ-102776975|EQ-1316025|EQ-102022596|EQ-1208776|EQ-102776895|EQ-102776984|EQ-103252204|EQ-100273939|EQ-103436387|EQ-103158106|EQ-129434V|EQ-1267731|EQ-ZB126352V|EQ-2007727|EQ-103118273|EQ-102022590|EQ-ZN1208776|EQ-100439696|EQ-124127V|EQ-103459527|EQ-1294347|EQ-ZB1208776|EQ-102787947|EQ-102022603|EQ-100205633|EQ-1241272|EQ-102022598|EQ-103650184|EQ-1160043|EQ-101340315|EQ-102772228|EQ-1129998|EQ-126352V|EQ-101944156|EQ-XN1160027|EQ-100205677|EQ-1160027|EQ-XN1133636|EQ-100108190|EQ-1208776L|EQ-103134253|EQ-102787941|EQ-100488603|EQ-1263524|EQ-100439727|EQ-100894788|EQ-101141222|EQ-102017583|EQ-102776763|EQ-1313956|EQ-102788437|EQ-ZA1208776|EQ-100439745|EQ-100439729|EQ-102788433|EQ-101585662|EQ-101618504|EQ-1241272L|EQ-102974222,Main0013008
"Sample SWI 2 — all in One",	134973,	0003439625,"TFTV-FEB",TFTV-FEB,MXT69364|MXT7509
"Sample SWI 2 — all in One",	134973,	0003439625,"cpl_UNICONN",EQ-100259675|EQ-100573089|EQ-100296166,MXT336701|MXT336545|MXT336698|MXT336697|MXT336700|MXT336543|MXT336544|MXT336699|MXT336696
"Sample SWI 2 — all in One",	134973,	0003439625,"XDH Asset types for inspect testing",XDH-102011796,MXT1582|MXT4754
"Sample SWI 2 — all in One",	134973,	0003439625,"IRDV-BA",IRDV-BA,MXT4917
"After - Prepare Resources for Rig Up",	121245,	7070cb09-78b1-47e4-b695-5e5895484fc8,"AL DOWNHOLE EQUIPMENT",PMP-REDA-C-ES-675|PROT-MAX-LSBSB-400|MTR-MAX-S-562|AGH-REDA-CR-ARZ-400|PROT-MAX-BPBSL-400|PROT-MAX-BSBSL-540|AGH-RC-CR-ARZ-400|MTR-MAX-S-456|MTR-MAX-LT-456|AGH-RC-C-ARZ-400|MGH-RC-CR-FBH-400|AGH-REDA-CR-ES-400|PMP-REDA-CR-ARZ-400|PMP-RC-CR-ARZ-400|MTR-MAX-UT-562|INTK-REDA-VGS-ES-D20_60|MTR-MAX-LT-562|AGH-REDA-C-ARZ-400|MOTOR-TPS-103-PEDMT,I424001811020
"StandardWork For Qtrac WOTemplateId 2009132 and ServiceLevel 0",	0,	2009132-0,"PMEAH",PMEAH-AA|PMEAH-35AA,SL0
"StandardWork For Qtrac WOTemplateId 2009132 and ServiceLevel 0",	0,	2009132-0,"MEXD",MEXD-35FA,SL0|SL1
"StandardWork For Qtrac WOTemplateId 2009132 and ServiceLevel 0",	0,	2009132-0,"MDCIX",MDCIX-GA|MDCIX|MDCIX-KA|MDCIX-AA|MDCIX-WA|MDCIX-AB|MDCIX-BA|MDCIX-LA,SL0
"StandardWork For Qtrac WOTemplateId 2009132 and ServiceLevel 0",	0,	2009132-0,"HU2",HU2-1502,SL1
"MT Inspect Version 2",	322472,	350cba13-f2c8-47db-8045-7c888c94ea92,"XDH-100130527 - MT Inspect Dev",XDH-100130527,MXT20456
"MT Inspect Version 2",	322472,	350cba13-f2c8-47db-8045-7c888c94ea92,"IRDV-BA",IRDV-BA,MXT7509|MXT72599|MXT69372
"MT Inspect Version 2",	322472,	350cba13-f2c8-47db-8045-7c888c94ea92,"WPHC-A QA",WPHC-A,MXT117950 
"MT Inspect Version 2",	322472,	350cba13-f2c8-47db-8045-7c888c94ea92,"FLXH - QA",FLXH-FAB,MXT54774
"4 - Valve FMF - SL2-Q-Check (Mechanical Competency) Maintenance SWI",	934452,	0003455037,"DKCAR-A TEST",DKCAR-A,MXT270666
"4 - Valve FMF - SL2-Q-Check (Mechanical Competency) Maintenance SWI",	934452,	0003455037,"WPHC-F Materials Testing",WPHC-F,MXT102364
"15,000 psi Single-Phase Sample Bottle Standard Work Instructions for Inspection (IO)",	135031,	0003458723,"New XDH asset for inspect testing - QA",XDH-100713719,MXT39075
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230619205709",,20230619205817
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230430113601",,20230430113639
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230511084205",,20230511084259
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230425114926",,20230425115009
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230723124346",,20230723124453
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230628211529",,20230628211633
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230508161002",,20230508161045
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230722130023",,20230722130126
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230730084129",,20230730084216|20230730084218|20230730084220
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230429150429",,20230429150507
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230730103741",,20230730103826
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230501114534",,20230501114614
"After - Perform Testing Equipment Rig Up",	173027,	0653f22c-2fe8-4764-8667-b28fd9ef0acf,"20230510080258",,20230510080345
